id,title,description,brand_id,brand,color1_id,color2_id,isbn,is_unisex,catalog_id,size_id,status_id,package_size_id,item_attributes,video_game_rating_id,measurement_length,measurement_width,price,currency,photo_1,photo_2,photo_3,photo_4,photo_5,photo_6,photo_7,photo_8,photo_9,photo_10,photo_11,photo_12,photo_13,photo_14,photo_15,photo_16,photo_17,photo_18,photo_19,photo_20,sku,restock_enabled,restock_quantity,location,messages_enabled,accept_offers_enabled,minimum_offer_price,counter_offer_price,purchase_price
,Gasgi 037/191 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Gasgi 037/191 in ita originale.
✨ Carta Pokémon singola dell'espansione Surging Sparks (SSP), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Gasgi
Numero: 037/191
Espansione: Surging Sparks (SSP)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Gasgi #PokemonIta #CartaPokemon #CartePokemon #SSP",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gasgi_037_191_SSP_ITA_44-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gasgi_037_191_SSP_ITA_44-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Gasgi_037_191_SSP_ITA_44,,,,,,,,
,Ase 147/191 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Ase 147/191 in ita originale.
✨ Carta Pokémon singola dell'espansione Surging Sparks (SSP), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Ase
Numero: 147/191
Espansione: Surging Sparks (SSP)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Ase #PokemonIta #CartaPokemon #CartePokemon #SSP",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Ase_147_191_SSP_ITA_45-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Ase_147_191_SSP_ITA_45-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Ase_147_191_SSP_ITA_45,,,,,,,,
,Basa 066/182 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Basa 066/182 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Basa
Numero: 066/182
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Basa #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Basa_066_182_UNK_ITA_46-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Basa_066_182_UNK_ITA_46-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Basa_066_182_UNK_ITA_46,,,,,,,,
,Base 160/191 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Base 160/191 in ita originale.
✨ Carta Pokémon singola dell'espansione Surging Sparks (SSP), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Base
Numero: 160/191
Espansione: Surging Sparks (SSP)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Base #PokemonIta #CartaPokemon #CartePokemon #SSP",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Base_160_191_SSP_ITA_47-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Base_160_191_SSP_ITA_47-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Base_160_191_SSP_ITA_47,,,,,,,,
,Basg 081/198 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Basg 081/198 in ita originale.
✨ Carta Pokémon singola dell'espansione Scarlet & Violet (SVI), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Basg
Numero: 081/198
Espansione: Scarlet & Violet (SVI)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Basg #PokemonIta #CartaPokemon #CartePokemon #SVI",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Basg_081_198_SVI_ITA_48-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Basg_081_198_SVI_ITA_48-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Basg_081_198_SVI_ITA_48,,,,,,,,
,Fase 029/167 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Fase 029/167 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Fase
Numero: 029/167
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Fase #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fase_029_167_UNK_ITA_49-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fase_029_167_UNK_ITA_49-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Fase_029_167_UNK_ITA_49,,,,,,,,
,Fase 068/167 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Fase 068/167 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Fase
Numero: 068/167
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Fase #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fase_068_167_UNK_ITA_50-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fase_068_167_UNK_ITA_50-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Fase_068_167_UNK_ITA_50,,,,,,,,
,Base 081/198 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Base 081/198 in ita originale.
✨ Carta Pokémon singola dell'espansione Scarlet & Violet (SVI), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Base
Numero: 081/198
Espansione: Scarlet & Violet (SVI)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Base #PokemonIta #CartaPokemon #CartePokemon #SVI",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Base_081_198_SVI_ITA_51-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Base_081_198_SVI_ITA_51-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Base_081_198_SVI_ITA_51,,,,,,,,
,Basg 122/162 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Basg 122/162 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Basg
Numero: 122/162
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Basg #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Basg_122_162_UNK_ITA_52-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Basg_122_162_UNK_ITA_52-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Basg_122_162_UNK_ITA_52,,,,,,,,
,Fas 045/086 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Fas 045/086 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Fas
Numero: 045/086
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Fas #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fas_045_086_UNK_ITA_53-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fas_045_086_UNK_ITA_53-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Fas_045_086_UNK_ITA_53,,,,,,,,
,Basig 760/191 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Basig 760/191 in ita originale.
✨ Carta Pokémon singola dell'espansione Surging Sparks (SSP), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Basig
Numero: 760/191
Espansione: Surging Sparks (SSP)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Basig #PokemonIta #CartaPokemon #CartePokemon #SSP",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Basig_760_191_SSP_ITA_54-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Basig_760_191_SSP_ITA_54-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Basig_760_191_SSP_ITA_54,,,,,,,,
,Empoleon 070/094 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Empoleon 070/094 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Empoleon
Numero: 070/094
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Empoleon #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Empoleon_070_094_UNK_ITA_55-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Empoleon_070_094_UNK_ITA_55-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Empoleon_070_094_UNK_ITA_55,,,,,,,,
,Fasc 001/001 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Fasc 001/001 in ita originale.
✨ Carta Pokémon singola dell'espansione Paldean Fates (PAF), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Fasc
Numero: 001/001
Espansione: Paldean Fates (PAF)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Fasc #PokemonIta #CartaPokemon #CartePokemon #PAF",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fasc_001_001_PAF_ITA_56-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fasc_001_001_PAF_ITA_56-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Fasc_001_001_PAF_ITA_56,,,,,,,,
,Fase 010/091 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Fase 010/091 in ita originale.
✨ Carta Pokémon singola dell'espansione Paldean Fates (PAF), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Fase
Numero: 010/091
Espansione: Paldean Fates (PAF)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Fase #PokemonIta #CartaPokemon #CartePokemon #PAF",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fase_010_091_PAF_ITA_57-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fase_010_091_PAF_ITA_57-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Fase_010_091_PAF_ITA_57,,,,,,,,
,Base 074/132 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Base 074/132 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Base
Numero: 074/132
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Base #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Base_074_132_UNK_ITA_58-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Base_074_132_UNK_ITA_58-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Base_074_132_UNK_ITA_58,,,,,,,,
,Fasg 079/094 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Fasg 079/094 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Fasg
Numero: 079/094
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Fasg #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fasg_079_094_UNK_ITA_59-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fasg_079_094_UNK_ITA_59-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Fasg_079_094_UNK_ITA_59,,,,,,,,
,Fasa 001/001 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Fasa 001/001 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Fasa
Numero: 001/001
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Fasa #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fasa_001_001_UNK_ITA_60-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Fasa_001_001_UNK_ITA_60-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Fasa_001_001_UNK_ITA_60,,,,,,,,
,Gase 073/197 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Gase 073/197 in ita originale.
✨ Carta Pokémon singola dell'espansione Obsidian Flames (OBF), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Gase
Numero: 073/197
Espansione: Obsidian Flames (OBF)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Gase #PokemonIta #CartaPokemon #CartePokemon #OBF",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gase_073_197_OBF_ITA_61-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gase_073_197_OBF_ITA_61-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Gase_073_197_OBF_ITA_61,,,,,,,,
,Gase 079/159 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Gase 079/159 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Gase
Numero: 079/159
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Gase #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gase_079_159_UNK_ITA_62-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gase_079_159_UNK_ITA_62-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Gase_079_159_UNK_ITA_62,,,,,,,,
,Gase 034/094 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Gase 034/094 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Gase
Numero: 034/094
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Gase #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gase_034_094_UNK_ITA_63-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gase_034_094_UNK_ITA_63-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Gase_034_094_UNK_ITA_63,,,,,,,,
,Gase 011/182 Pokémon TCG ITA,"🎴 Vendo carta Pokémon TCG Gase 011/182 in ita originale.
✨ Carta Pokémon singola dell'espansione Espansione Sconosciuta (UNK), ideale per collezionisti e giocatori Pokémon TCG.

📋 Dettagli:
Nome: Gase
Numero: 011/182
Espansione: Espansione Sconosciuta (UNK)
Lingua: ITA
Condizioni: Ottime Condizioni

📸 Riceverai esattamente ciò che vedi in foto. Le foto sono parte integrante della descrizione.
📦 La carta verrà spedita protetta con sleeve e/o supporto rigido per garantirne la massima sicurezza durante il trasporto.
🚚 Spedizione generalmente effettuata entro 24h lavorative.
🛒 Consulta il mio armadio per altre carte Pokémon e annunci simili.
💥 Acquistando più articoli puoi creare un set e ottenere sconti dedicati.

#PokemonTCG #Pokemon #Gase #PokemonIta #CartaPokemon #CartePokemon",191646,Pokémon,15,,,,4875,,2,1,,,,,1.00,EUR,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gase_011_182_UNK_ITA_64-FRONTE.jpg,https://raw.githubusercontent.com/pandabayo/tcg-foto/main/_stage_git/Pokemon_Gase_011_182_UNK_ITA_64-RETRO.jpg,,,,,,,,,,,,,,,,,,,Pokemon_Gase_011_182_UNK_ITA_64,,,,,,,,
